#     V (bohr^3/atom)		E0(Ry/atom)
# atom is of Zirconium
# Write a Python script which is capable to
# fit below energy versus volume data points to four different 
# equation of state (EOS) formulas to give E0, V0, B0 and B0' (or BP)
# 1.Murnaghan EOS 2. Birch-Murnaghan EOS 
# 3. Vinet-Rose EOS 4. Poirier-Tarantola
   190.33700199592619      -0.72863217252780599     
   186.35547988361998      -0.73207476077136602     
   182.40769948412995      -0.73526487512451610     
   178.42617737182374      -0.73817247074779213     
   174.47839697233368      -0.74077267417729797     
   170.49687486002748      -0.74301040688229003     
   166.54909446053745      -0.74485598196245995     
   162.56757234823124      -0.74626484297527196     
   158.61979194874118      -0.74718752045090397     
   154.63826983643497      -0.74756850993306601     
   150.69048943694492      -0.74734918400145611     
   146.70896732463871      -0.74646359512278604     
   142.76118692514868      -0.74484066481253997     
   138.77966481284250      -0.74239945178222999     
   134.83188441335244      -0.73903787906094598     
   130.85036230104623      -0.73463856539014805     
   126.90258190155618      -0.72906950067763798     
   122.92105978924998      -0.72219589326913203     
   118.97327938975992      -0.71384732811196194     
   114.99175727745371      -0.70381684103769004     
   111.01023516514752      -0.69185849183173198     
